date,country,traffic_source,device_type,sessions,page_views,bounce_rate,avg_session_duration
2025-02-05 17:44:21.717913,UK,Email Marketing,Mobile,88,261,0.4210276357557502,221.31253137741086
2025-02-05 17:44:21.717913,UK,Email Marketing,Tablet,108,271,0.4838915663596266,211.75339934245906
2025-02-05 17:44:21.717913,UK,Direct,Desktop,104,141,0.717651247794619,136.9872155932166
2025-02-05 17:44:21.717913,UK,Direct,Mobile,90,203,0.6387821809211411,63.98107894268548
2025-02-05 17:44:21.717913,UK,Direct,Tablet,100,236,0.3871832145024957,225.82505714459182
2025-02-05 17:44:21.717913,UK,Affiliate,Desktop,97,140,0.47053317552512924,87.23364509774137
2025-02-05 17:44:21.717913,UK,Affiliate,Mobile,118,196,0.6299920230170895,256.1333280482918
2025-02-05 17:44:21.717913,UK,Affiliate,Tablet,102,166,0.3465513839029496,275.3317819087984
2025-02-05 17:44:21.717913,Germany,Google Ads,Desktop,172,312,0.47460478730633043,234.22936292885746
2025-02-05 17:44:21.717913,Germany,Google Ads,Mobile,172,449,0.6210158230771439,80.19359159881172
2025-02-05 17:44:21.717913,Germany,Google Ads,Tablet,133,305,0.3045985258083148,84.3531702878477
2025-02-05 17:44:21.717913,Germany,Facebook Ads,Desktop,105,156,0.574366894683293,226.05484744624638
2025-02-05 17:44:21.717913,Germany,Facebook Ads,Mobile,104,258,0.4186245437484,138.09592755822425
2025-02-05 17:44:21.717913,Germany,Facebook Ads,Tablet,108,294,0.6288064461501717,196.39406480051318
2025-02-05 17:44:21.717913,Germany,Organic Search,Desktop,100,169,0.4219948216895418,293.5225331405869
2025-02-05 17:44:21.717913,Germany,Organic Search,Mobile,116,271,0.6974056517708243,180.6329023452461
2025-02-05 17:44:21.717913,Germany,Organic Search,Tablet,122,189,0.6612260576307527,127.38536698580539
2025-02-05 17:44:21.717913,Germany,Email Marketing,Desktop,96,275,0.5140920741586572,291.9971565704807
2025-02-05 17:44:21.717913,Germany,Email Marketing,Mobile,94,256,0.4584610025781388,100.6782592046622
2025-02-05 17:44:21.717913,Germany,Email Marketing,Tablet,102,250,0.5850305850446824,83.32235850498445
2025-02-05 17:44:21.717913,Germany,Direct,Desktop,87,241,0.6703843088771022,227.28377783886432
2025-02-05 17:44:21.717913,Germany,Direct,Mobile,106,183,0.7046805777392569,254.42721472300337
2025-02-05 17:44:21.717913,Germany,Direct,Tablet,100,263,0.6249819653888826,228.4720505418488
2025-02-05 17:44:21.717913,Germany,Affiliate,Desktop,95,130,0.5891400704980869,68.6261457112181
2025-02-05 17:44:21.717913,Germany,Affiliate,Mobile,99,169,0.5954166302845054,67.32005998537187
2025-02-05 17:44:21.717913,Germany,Affiliate,Tablet,96,205,0.6849967765493055,111.79704659924236
2025-02-05 17:44:21.717913,France,Google Ads,Desktop,156,201,0.565677315784074,189.75242918642556
2025-02-05 17:44:21.717913,France,Google Ads,Mobile,156,461,0.5581501741505976,137.50955350589902
2025-02-05 17:44:21.717913,France,Google Ads,Tablet,163,325,0.33922819067113297,66.0841784197098
2025-02-05 17:44:21.717913,France,Facebook Ads,Desktop,106,160,0.378218521335543,120.05829555950288
2025-02-05 17:44:21.717913,France,Facebook Ads,Mobile,101,241,0.4399669484729714,289.16766735916656
2025-02-05 17:44:21.717913,France,Facebook Ads,Tablet,107,246,0.5098000312138949,119.4554374802778
2025-02-05 17:44:21.717913,France,Organic Search,Desktop,115,141,0.3580363202534581,71.04063408522066
2025-02-05 17:44:21.717913,France,Organic Search,Mobile,127,175,0.5458079375584162,173.63322498733575
2025-02-05 17:44:21.717913,France,Organic Search,Tablet,106,204,0.6079250490261082,212.4224762082345
2025-02-05 17:44:21.717913,France,Email Marketing,Desktop,76,176,0.5515681292900438,265.55756188519734
2025-02-05 17:44:21.717913,France,Email Marketing,Mobile,105,139,0.6212096391031579,66.36271452998923
2025-02-05 17:44:21.717913,France,Email Marketing,Tablet,102,228,0.49408496310326094,214.38917242616475
2025-02-05 17:44:21.717913,France,Direct,Desktop,99,286,0.4930513189003871,290.6857353177394
2025-02-05 17:44:21.717913,France,Direct,Mobile,116,153,0.3503890006887133,64.37323815637194
2025-02-05 17:44:21.717913,France,Direct,Tablet,84,111,0.45948781514688064,262.7700746326691
2025-02-05 17:44:21.717913,France,Affiliate,Desktop,93,228,0.614471423389942,270.5932832464927
2025-02-05 17:44:21.717913,France,Affiliate,Mobile,107,182,0.3887197718898614,240.147540393806
2025-02-05 17:44:21.717913,France,Affiliate,Tablet,97,251,0.4704017701265089,283.38175814485555
2025-02-05 17:44:21.717913,Japan,Google Ads,Desktop,168,428,0.6772714370423412,84.74972852062382
2025-02-05 17:44:21.717913,Japan,Google Ads,Mobile,172,463,0.46002480051530587,274.9255748390881
2025-02-05 17:44:21.717913,Japan,Google Ads,Tablet,145,411,0.34564333839306677,136.63527302169956
2025-02-05 17:44:21.717913,Japan,Facebook Ads,Desktop,102,204,0.44660538584903225,138.87949088877983
2025-02-05 17:44:21.717913,Japan,Facebook Ads,Mobile,105,275,0.694809071397277,81.88946473168569
2025-02-05 17:44:21.717913,Japan,Facebook Ads,Tablet,100,218,0.5207652506866884,273.04900386199193
2025-02-05 17:44:21.717913,Japan,Organic Search,Desktop,115,167,0.680755315858736,208.37233519590265
2025-02-05 17:44:21.717913,Japan,Organic Search,Mobile,102,251,0.33638150318209675,257.2464142296855
2025-02-05 17:44:21.717913,Japan,Organic Search,Tablet,127,172,0.7933197892505877,149.8249909814689
2025-02-05 17:44:21.717913,Japan,Email Marketing,Desktop,96,278,0.7930005319114355,240.81076446214598
2025-02-05 17:44:21.717913,Japan,Email Marketing,Mobile,96,249,0.5792021248679025,161.8132822192743
2025-02-05 17:44:21.717913,Japan,Email Marketing,Tablet,116,242,0.3056768223837095,172.4785540785903
2025-02-05 17:44:21.717913,Japan,Direct,Desktop,79,111,0.6246051510580317,239.0507710237016
2025-02-05 17:44:21.717913,Japan,Direct,Mobile,102,191,0.44285604314093036,268.4637907654705
2025-02-05 17:44:21.717913,Japan,Direct,Tablet,82,241,0.5615489220850745,211.05567315246302
2025-02-05 17:44:21.717913,Japan,Affiliate,Desktop,106,246,0.5921571559615502,276.27792251783734
2025-02-05 17:44:21.717913,Japan,Affiliate,Mobile,76,221,0.7451318919454581,169.35762066857112
2025-02-05 17:44:21.717913,Japan,Affiliate,Tablet,103,158,0.531849202469991,144.80453472625268
2025-02-05 17:44:21.717913,Australia,Google Ads,Desktop,153,451,0.7931053722398014,227.55881136473883
2025-02-05 17:44:21.717913,Australia,Google Ads,Mobile,151,403,0.6423655862769396,99.02806544277391
2025-02-05 17:44:21.717913,Australia,Google Ads,Tablet,174,506,0.66285975419418,207.21964702458956
2025-02-05 17:44:21.717913,Australia,Facebook Ads,Desktop,98,270,0.3226093350530947,66.32807387934048
2025-02-05 17:44:21.717913,Australia,Facebook Ads,Mobile,96,285,0.3752084455517641,202.59137168451244
2025-02-05 17:44:21.717913,Australia,Facebook Ads,Tablet,111,226,0.5074097511688326,125.6176972633695
2025-02-05 17:44:21.717913,Australia,Organic Search,Desktop,134,270,0.3645797075757475,288.9722465420934
2025-02-05 17:44:21.717913,Australia,Organic Search,Mobile,123,297,0.609064120228948,145.95905232788172
2025-02-05 17:44:21.717913,Australia,Organic Search,Tablet,103,220,0.6861591958678197,184.83924026687842
2025-02-05 17:44:21.717913,Australia,Email Marketing,Desktop,112,247,0.7383268013291725,156.8358878909753
2025-02-05 17:44:21.717913,Australia,Email Marketing,Mobile,87,222,0.6101547756767323,228.97914434381366
2025-02-05 17:44:21.717913,Australia,Email Marketing,Tablet,91,111,0.4752937794032985,201.58024484511193
2025-02-05 17:44:21.717913,Australia,Direct,Desktop,97,274,0.47412773351165016,183.3574773983546
2025-02-05 17:44:21.717913,Australia,Direct,Mobile,109,252,0.7311818543733726,287.88494967783413
2025-02-05 17:44:21.717913,Australia,Direct,Tablet,100,202,0.7900162876427386,178.22834255828872
2025-02-05 17:44:21.717913,Australia,Affiliate,Desktop,95,155,0.33793166405433195,90.93113325855582
2025-02-05 17:44:21.717913,Australia,Affiliate,Mobile,87,126,0.6204373724016072,103.65122025579475
2025-02-05 17:44:21.717913,Australia,Affiliate,Tablet,95,195,0.6337788692605135,101.35676908839116
2025-02-05 17:44:21.717913,Canada,Google Ads,Desktop,135,203,0.4392951695159793,102.48251622641924
2025-02-05 17:44:21.717913,Canada,Google Ads,Mobile,126,255,0.40316685920289624,147.4247666515381
2025-02-05 17:44:21.717913,Canada,Google Ads,Tablet,150,190,0.6997051994545214,210.69609347781787
2025-02-05 17:44:21.717913,Canada,Facebook Ads,Desktop,83,237,0.33053897992743186,126.45063555532889
2025-02-05 17:44:21.717913,Canada,Facebook Ads,Mobile,110,168,0.40467466166835514,148.91330466993168
2025-02-05 17:44:21.717913,Canada,Facebook Ads,Tablet,99,184,0.5312673580665739,239.39302515210156
2025-02-05 17:44:21.717913,Canada,Organic Search,Desktop,87,217,0.7476034188435996,182.80258610775988
2025-02-05 17:44:21.717913,Canada,Organic Search,Mobile,121,243,0.5663086332275116,118.19292087233512
2025-02-05 17:44:21.717913,Canada,Organic Search,Tablet,111,137,0.46103958279158913,110.74752167917072
2025-02-05 17:44:21.717913,Canada,Email Marketing,Desktop,95,266,0.5967962267770244,222.9845565946775
2025-02-05 17:44:21.717913,Canada,Email Marketing,Mobile,109,147,0.5685532709092739,200.84186832501098
2025-02-05 17:44:21.717913,Canada,Email Marketing,Tablet,108,154,0.4418879528993622,147.1397511356724
2025-02-05 17:44:21.717913,Canada,Direct,Desktop,104,191,0.7932576243964898,205.38595664565293
2025-02-05 17:44:21.717913,Canada,Direct,Mobile,92,135,0.42297886419225406,98.56352958229336
2025-02-05 17:44:21.717913,Canada,Direct,Tablet,90,136,0.7483827123132125,79.25609895879413
2025-02-05 17:44:21.717913,Canada,Affiliate,Desktop,101,299,0.35601945108402616,155.485343770978
2025-02-05 17:44:21.717913,Canada,Affiliate,Mobile,110,165,0.6343216099622155,283.05023739062057
2025-02-05 17:44:21.717913,Canada,Affiliate,Tablet,102,173,0.6847464665959684,104.8904996538056
2025-02-06 17:44:21.717913,US,Google Ads,Desktop,142,301,0.4212048662075401,87.56083793740885
2025-02-06 17:44:21.717913,US,Google Ads,Mobile,154,347,0.37718135763710114,175.4736244451562
2025-02-06 17:44:21.717913,US,Google Ads,Tablet,151,273,0.3672073384694871,75.20999291346426
2025-02-06 17:44:21.717913,US,Facebook Ads,Desktop,110,266,0.6801139299448433,202.95329774588262
2025-02-06 17:44:21.717913,US,Facebook Ads,Mobile,99,180,0.7647645721239129,259.348657869055
2025-02-06 17:44:21.717913,US,Facebook Ads,Tablet,128,321,0.7691702284105189,103.49593587975843
2025-02-06 17:44:21.717913,US,Organic Search,Desktop,97,217,0.720914388379136,93.54537039030947
2025-02-06 17:44:21.717913,US,Organic Search,Mobile,130,195,0.38213289896549646,255.4979328555317
2025-02-06 17:44:21.717913,US,Organic Search,Tablet,126,232,0.7386002704065542,154.1868257814325
2025-02-06 17:44:21.717913,US,Email Marketing,Desktop,110,206,0.5313398928348032,132.3306897993941
2025-02-06 17:44:21.717913,US,Email Marketing,Mobile,108,174,0.7497872866372842,152.13389312957074
2025-02-06 17:44:21.717913,US,Email Marketing,Tablet,101,234,0.358449020354182,285.559709667234
2025-02-06 17:44:21.717913,US,Direct,Desktop,104,150,0.697012594635148,208.81746142284325
2025-02-06 17:44:21.717913,US,Direct,Mobile,101,264,0.3758374398663756,134.81329627093157
2025-02-06 17:44:21.717913,US,Direct,Tablet,92,115,0.5849448424356583,242.99008457776574
2025-02-06 17:44:21.717913,US,Affiliate,Desktop,113,302,0.3553158684776036,263.1485500162844
2025-02-06 17:44:21.717913,US,Affiliate,Mobile,87,229,0.3749587136743869,115.02033485583395
2025-02-06 17:44:21.717913,US,Affiliate,Tablet,107,251,0.64697422223355,190.25386640342307
2025-02-06 17:44:21.717913,UK,Google Ads,Desktop,138,210,0.7542252806668142,200.01403074386891
2025-02-06 17:44:21.717913,UK,Google Ads,Mobile,145,422,0.3766757015580401,200.69515968403132
2025-02-06 17:44:21.717913,UK,Google Ads,Tablet,150,184,0.7360619544720757,283.708387796067
2025-02-06 17:44:21.717913,UK,Facebook Ads,Desktop,102,291,0.6536193171566993,96.60937029942272
2025-02-06 17:44:21.717913,UK,Facebook Ads,Mobile,102,200,0.6682221178123614,284.24808354456354
2025-02-06 17:44:21.717913,UK,Facebook Ads,Tablet,118,165,0.7924205994811673,261.3355407470242
2025-02-06 17:44:21.717913,UK,Organic Search,Desktop,104,288,0.559419028563036,201.90610457878302
2025-02-06 17:44:21.717913,UK,Organic Search,Mobile,116,209,0.7014267242990058,61.11168552110469
2025-02-06 17:44:21.717913,UK,Organic Search,Tablet,114,247,0.7599278082063803,143.1230386478307
2025-02-06 17:44:21.717913,UK,Email Marketing,Desktop,95,191,0.41230241146999097,168.5854838718464
2025-02-06 17:44:21.717913,UK,Email Marketing,Mobile,87,182,0.5094627247522739,279.563016256344
2025-02-06 17:44:21.717913,UK,Email Marketing,Tablet,96,224,0.3065472282941668,219.24896928401054
2025-02-06 17:44:21.717913,UK,Direct,Desktop,88,119,0.7984371259229737,180.52680247949823
2025-02-06 17:44:21.717913,UK,Direct,Mobile,103,262,0.40495279654779287,275.5330294657713
2025-02-06 17:44:21.717913,UK,Direct,Tablet,90,113,0.5360334725549996,195.56187198302794
2025-02-06 17:44:21.717913,UK,Affiliate,Desktop,81,163,0.56219513466379,165.78305926517476
2025-02-06 17:44:21.717913,UK,Affiliate,Mobile,97,143,0.39096406524763555,266.82854904324415
2025-02-06 17:44:21.717913,UK,Affiliate,Tablet,121,204,0.6219997716195078,158.09620106354313
2025-02-06 17:44:21.717913,Germany,Google Ads,Desktop,159,198,0.4109860809664747,115.45795118113713
2025-02-06 17:44:21.717913,Germany,Google Ads,Mobile,157,218,0.6999580426865947,102.85071889304007
2025-02-06 17:44:21.717913,Germany,Google Ads,Tablet,156,215,0.42158609549972703,233.3440636453582
2025-02-06 17:44:21.717913,Germany,Facebook Ads,Desktop,112,214,0.634042568285323,109.19623089979703
2025-02-06 17:44:21.717913,Germany,Facebook Ads,Mobile,94,114,0.34275426542723403,109.89270123504656
2025-02-06 17:44:21.717913,Germany,Facebook Ads,Tablet,102,286,0.7087217808692204,142.03616440749022
2025-02-06 17:44:21.717913,Germany,Organic Search,Desktop,111,252,0.4340318204114381,209.79573788379216
2025-02-06 17:44:21.717913,Germany,Organic Search,Mobile,116,231,0.4472328797709588,287.6287936709176
2025-02-06 17:44:21.717913,Germany,Organic Search,Tablet,129,358,0.5437155991247569,274.69253445458196
2025-02-06 17:44:21.717913,Germany,Email Marketing,Desktop,110,136,0.43433867969247303,189.99221151860806
2025-02-06 17:44:21.717913,Germany,Email Marketing,Mobile,104,150,0.7174651183996495,296.2565233688525
2025-02-06 17:44:21.717913,Germany,Email Marketing,Tablet,101,170,0.30919533827373336,279.43171357451973
2025-02-06 17:44:21.717913,Germany,Direct,Desktop,86,145,0.5770890012578966,216.3408932044474
2025-02-06 17:44:21.717913,Germany,Direct,Mobile,111,135,0.3684428150344036,276.0044740435452
2025-02-06 17:44:21.717913,Germany,Direct,Tablet,113,257,0.6325183372731278,102.0891068696279
2025-02-06 17:44:21.717913,Germany,Affiliate,Desktop,117,221,0.5594588526414188,71.27183202601321
2025-02-06 17:44:21.717913,Germany,Affiliate,Mobile,89,120,0.6015760547331941,118.88378632351703
2025-02-06 17:44:21.717913,Germany,Affiliate,Tablet,97,178,0.6595229525921227,131.309211749562
2025-02-06 17:44:21.717913,France,Google Ads,Desktop,153,366,0.7684148696623789,235.81730333046008
2025-02-06 17:44:21.717913,France,Google Ads,Mobile,136,228,0.5975389653501274,72.34219523622008
2025-02-06 17:44:21.717913,France,Google Ads,Tablet,150,270,0.685456101872911,85.58358075210523
2025-02-06 17:44:21.717913,France,Facebook Ads,Desktop,82,171,0.644201198213868,164.3585612648991
2025-02-06 17:44:21.717913,France,Facebook Ads,Mobile,92,242,0.6473482354272133,125.31483293519105
2025-02-06 17:44:21.717913,France,Facebook Ads,Tablet,103,140,0.7586567877311214,92.83647142055074
2025-02-06 17:44:21.717913,France,Organic Search,Desktop,146,224,0.5709504736891791,269.50700061033797
2025-02-06 17:44:21.717913,France,Organic Search,Mobile,128,306,0.6461382822589262,263.80695637567663
2025-02-06 17:44:21.717913,France,Organic Search,Tablet,110,176,0.7938340039983235,286.57424152478717
2025-02-06 17:44:21.717913,France,Email Marketing,Desktop,118,262,0.7577441487940209,68.14703486059172
2025-02-06 17:44:21.717913,France,Email Marketing,Mobile,106,303,0.7855291225826839,286.62395738722415
2025-02-06 17:44:21.717913,France,Email Marketing,Tablet,99,269,0.4595502366216278,258.93971379616255
2025-02-06 17:44:21.717913,France,Direct,Desktop,91,121,0.6481443879390698,141.56999130433587
2025-02-06 17:44:21.717913,France,Direct,Mobile,107,189,0.5697456461876687,249.77355956135125
2025-02-06 17:44:21.717913,France,Direct,Tablet,95,265,0.6079315940911523,115.9102739408721
2025-02-06 17:44:21.717913,France,Affiliate,Desktop,101,266,0.7989670552666688,144.17083570841044
2025-02-06 17:44:21.717913,France,Affiliate,Mobile,108,222,0.6137527316091851,269.6825074047213
2025-02-06 17:44:21.717913,France,Affiliate,Tablet,98,247,0.41938857288415116,86.51378715153471
2025-02-06 17:44:21.717913,Japan,Google Ads,Desktop,144,249,0.41680387552495496,70.10236551272685
2025-02-06 17:44:21.717913,Japan,Google Ads,Mobile,147,356,0.4091269439325321,287.9906841480541
2025-02-06 17:44:21.717913,Japan,Google Ads,Tablet,163,319,0.7395591537810824,286.7356853499385
2025-02-06 17:44:21.717913,Japan,Facebook Ads,Desktop,99,148,0.7955843130684883,115.60120833202642
2025-02-06 17:44:21.717913,Japan,Facebook Ads,Mobile,121,277,0.5563442555082543,115.36075481226209
2025-02-06 17:44:21.717913,Japan,Facebook Ads,Tablet,89,136,0.6897922367833766,144.0300622000152
2025-02-06 17:44:21.717913,Japan,Organic Search,Desktop,116,285,0.3769479531699275,255.79994999774826
2025-02-06 17:44:21.717913,Japan,Organic Search,Mobile,109,236,0.5964699674208516,199.2206898810747
2025-02-06 17:44:21.717913,Japan,Organic Search,Tablet,100,169,0.3647574606414021,273.29953916855453
2025-02-06 17:44:21.717913,Japan,Email Marketing,Desktop,110,241,0.34349337995570506,158.0287711369677
2025-02-06 17:44:21.717913,Japan,Email Marketing,Mobile,96,240,0.5479378675393853,79.4510918178355
2025-02-06 17:44:21.717913,Japan,Email Marketing,Tablet,91,121,0.7256034570243843,178.83516648335385
2025-02-06 17:44:21.717913,Japan,Direct,Desktop,99,265,0.4739046039510965,222.72387661417525
2025-02-06 17:44:21.717913,Japan,Direct,Mobile,102,283,0.698713010803464,218.02844031802212
2025-02-06 17:44:21.717913,Japan,Direct,Tablet,106,260,0.6400703858801502,208.46673077164422
2025-02-06 17:44:21.717913,Japan,Affiliate,Desktop,108,300,0.735921763872616,67.0193479282942
2025-02-06 17:44:21.717913,Japan,Affiliate,Mobile,111,200,0.6717541281458039,98.58237505159397
2025-02-06 17:44:21.717913,Japan,Affiliate,Tablet,110,232,0.3031929358584168,128.88915196197905
2025-02-06 17:44:21.717913,Australia,Google Ads,Desktop,156,365,0.5699926898579277,247.16289483627446
2025-02-06 17:44:21.717913,Australia,Google Ads,Mobile,127,277,0.7814960019294973,142.04931984928467
2025-02-06 17:44:21.717913,Australia,Google Ads,Tablet,156,215,0.7686142436182255,225.09257335219522
2025-02-06 17:44:21.717913,Australia,Facebook Ads,Desktop,81,200,0.33367530073438584,199.72091044230558
2025-02-06 17:44:21.717913,Australia,Facebook Ads,Mobile,95,121,0.7357684030761882,293.6373526025753
2025-02-06 17:44:21.717913,Australia,Facebook Ads,Tablet,87,108,0.3110617757644986,137.6664525958899
2025-02-06 17:44:21.717913,Australia,Organic Search,Desktop,120,291,0.5229513531883742,125.67039990759982
2025-02-06 17:44:21.717913,Australia,Organic Search,Mobile,118,312,0.6468411128907443,112.98470706930249
2025-02-06 17:44:21.717913,Australia,Organic Search,Tablet,99,236,0.43662976349910465,288.2072549400985
2025-02-06 17:44:21.717913,Australia,Email Marketing,Desktop,88,255,0.5098636584630611,213.24622743938053
2025-02-06 17:44:21.717913,Australia,Email Marketing,Mobile,97,288,0.5046670031575216,274.5838088829923
2025-02-06 17:44:21.717913,Australia,Email Marketing,Tablet,91,114,0.6258334126879426,148.44632249370267
2025-02-06 17:44:21.717913,Australia,Direct,Desktop,113,332,0.39276275785156056,268.4695603093466
2025-02-06 17:44:21.717913,Australia,Direct,Mobile,109,296,0.6805119954714994,210.2928771915397
2025-02-06 17:44:21.717913,Australia,Direct,Tablet,87,248,0.608325157260369,251.16894983428233
2025-02-06 17:44:21.717913,Australia,Affiliate,Desktop,99,141,0.6427826436144857,163.27341477587106
2025-02-06 17:44:21.717913,Australia,Affiliate,Mobile,90,118,0.5909857009571994,124.55841706442344
2025-02-06 17:44:21.717913,Australia,Affiliate,Tablet,109,220,0.3058102699540503,77.38725307069413
2025-02-06 17:44:21.717913,Canada,Google Ads,Desktop,145,331,0.4458312893546516,226.7956526703702
2025-02-06 17:44:21.717913,Canada,Google Ads,Mobile,168,213,0.5402534736289144,85.18324282036197
2025-02-06 17:44:21.717913,Canada,Google Ads,Tablet,132,305,0.6512324852720519,194.31568403685938
2025-02-06 17:44:21.717913,Canada,Facebook Ads,Desktop,100,183,0.31660155439568327,78.85883931720498
2025-02-06 17:44:21.717913,Canada,Facebook Ads,Mobile,97,215,0.6447324845686329,252.1408077861799
2025-02-06 17:44:21.717913,Canada,Facebook Ads,Tablet,90,124,0.6182151247718184,229.55417435685627
2025-02-06 17:44:21.717913,Canada,Organic Search,Desktop,93,231,0.7354845618730428,231.38086371178267
2025-02-06 17:44:21.717913,Canada,Organic Search,Mobile,132,352,0.34005742319233756,274.7559974545266
2025-02-06 17:44:21.717913,Canada,Organic Search,Tablet,121,244,0.6217888475982625,186.33663862466716
2025-02-06 17:44:21.717913,Canada,Email Marketing,Desktop,107,140,0.4235516170050732,98.2907232271652
2025-02-06 17:44:21.717913,Canada,Email Marketing,Mobile,113,334,0.4684478958855534,103.70829976528783
2025-02-06 17:44:21.717913,Canada,Email Marketing,Tablet,109,228,0.5776817754688156,232.6084267853433
2025-02-06 17:44:21.717913,Canada,Direct,Desktop,90,119,0.315326251102903,121.84389324269128
2025-02-06 17:44:21.717913,Canada,Direct,Mobile,99,248,0.6713532605999906,162.11840026753808
2025-02-06 17:44:21.717913,Canada,Direct,Tablet,95,282,0.32005459570624123,268.0875590693877
2025-02-06 17:44:21.717913,Canada,Affiliate,Desktop,102,255,0.5433344707123514,269.6215771395985
2025-02-06 17:44:21.717913,Canada,Affiliate,Mobile,115,195,0.596175164296681,278.9672029480058
2025-02-06 17:44:21.717913,Canada,Affiliate,Tablet,91,212,0.6665565112076405,91.57624443054235
2025-02-07 17:44:21.717913,US,Google Ads,Desktop,159,242,0.4187716624619388,293.1348225699935
2025-02-07 17:44:21.717913,US,Google Ads,Mobile,150,415,0.5226526275013328,183.55616494312565
2025-02-07 17:44:21.717913,US,Google Ads,Tablet,144,215,0.49554076832588034,292.658957360469
2025-02-07 17:44:21.717913,US,Facebook Ads,Desktop,92,164,0.6867365628433003,91.40967857240396
2025-02-07 17:44:21.717913,US,Facebook Ads,Mobile,92,138,0.5598869742780088,140.8807623435087
2025-02-07 17:44:21.717913,US,Facebook Ads,Tablet,111,182,0.608572493302015,229.626532052507
2025-02-07 17:44:21.717913,US,Organic Search,Desktop,106,135,0.6682010075328202,219.31308662923323
2025-02-07 17:44:21.717913,US,Organic Search,Mobile,118,314,0.5926771821983761,268.38510732318207
2025-02-07 17:44:21.717913,US,Organic Search,Tablet,109,184,0.3285434280446574,187.4806867202477
2025-02-07 17:44:21.717913,US,Email Marketing,Desktop,120,170,0.5260995141417176,284.1300042066972
2025-02-07 17:44:21.717913,US,Email Marketing,Mobile,94,119,0.3741716004810444,296.79122951012323
2025-02-07 17:44:21.717913,US,Email Marketing,Tablet,128,372,0.6195599689077502,268.3003906848053
2025-02-07 17:44:21.717913,US,Direct,Desktop,99,205,0.6334321287730522,93.5163011415151
2025-02-07 17:44:21.717913,US,Direct,Mobile,106,255,0.7849560230536352,82.53617178946041
2025-02-07 17:44:21.717913,US,Direct,Tablet,105,290,0.38857489472369294,226.2302285342795
2025-02-07 17:44:21.717913,US,Affiliate,Desktop,105,242,0.7344524922393592,196.94633919331912
2025-02-07 17:44:21.717913,US,Affiliate,Mobile,106,168,0.6294427351163285,154.52745735699804
2025-02-07 17:44:21.717913,US,Affiliate,Tablet,104,247,0.7997068628853332,71.57088932653345
2025-02-07 17:44:21.717913,UK,Google Ads,Desktop,169,376,0.6692246046256632,270.8437347123235
