customer_id,registration_date,country,age_group,gender,acquisition_channel,email_subscribed,total_orders,lifetime_value
1066,2025-04-28 17:44:21.717913,Germany,26-35,M,Direct,True,6,527.93
1067,2025-07-04 17:44:21.717913,Germany,55+,F,Email Marketing,False,3,261.18
1068,2025-04-18 17:44:21.717913,Canada,26-35,M,Direct,True,5,195.22
1069,2025-05-28 17:44:21.717913,France,46-55,F,Facebook Ads,True,6,790.32
1070,2025-04-28 17:44:21.717913,Germany,26-35,M,Affiliate,True,6,305.52
1071,2025-03-26 17:44:21.717913,France,26-35,F,Email Marketing,True,3,720.27
1072,2025-06-28 17:44:21.717913,UK,18-25,F,Email Marketing,True,4,733.7
1073,2025-05-26 17:44:21.717913,Germany,36-45,M,Facebook Ads,True,7,659.25
1074,2025-04-19 17:44:21.717913,Canada,26-35,F,Organic Search,True,8,464.72
1075,2025-05-10 17:44:21.717913,Canada,36-45,M,Direct,False,4,476.52
1076,2025-03-22 17:44:21.717913,UK,55+,M,Email Marketing,False,5,628.85
1077,2025-03-27 17:44:21.717913,Canada,26-35,M,Direct,False,3,311.62
1078,2025-03-13 17:44:21.717913,Japan,36-45,M,Google Ads,True,4,719.67
1079,2025-07-09 17:44:21.717913,UK,55+,F,Affiliate,True,5,79.32
1080,2025-03-28 17:44:21.717913,Germany,18-25,F,Email Marketing,True,4,403.85
1081,2025-07-21 17:44:21.717913,Australia,18-25,F,Direct,True,3,575.67
1082,2025-05-11 17:44:21.717913,Japan,55+,M,Direct,True,4,524.76
1083,2025-05-21 17:44:21.717913,Germany,36-45,F,Email Marketing,False,5,678.6
1084,2025-05-27 17:44:21.717913,US,36-45,M,Email Marketing,True,3,86.66
1085,2025-07-21 17:44:21.717913,Germany,18-25,M,Email Marketing,True,3,783.46
1086,2025-05-06 17:44:21.717913,France,46-55,M,Organic Search,True,3,676.4
1087,2025-04-17 17:44:21.717913,France,55+,F,Affiliate,False,4,633.0
1088,2025-03-04 17:44:21.717913,Japan,46-55,F,Direct,True,1,90.07
1089,2025-08-03 17:44:21.717913,France,55+,M,Facebook Ads,True,3,107.32
1090,2025-06-15 17:44:21.717913,Germany,26-35,M,Facebook Ads,True,3,639.03
1091,2025-07-16 17:44:21.717913,Germany,26-35,M,Direct,True,1,711.23
1092,2025-05-04 17:44:21.717913,Japan,36-45,M,Direct,True,4,452.46
1093,2025-02-16 17:44:21.717913,Germany,18-25,M,Facebook Ads,True,4,396.32
1094,2025-04-02 17:44:21.717913,Germany,26-35,F,Email Marketing,True,7,793.42
1095,2025-03-03 17:44:21.717913,US,46-55,M,Organic Search,False,4,709.83
1096,2025-07-22 17:44:21.717913,Japan,26-35,F,Direct,False,7,322.43
1097,2025-03-23 17:44:21.717913,US,26-35,F,Google Ads,True,5,505.36
1098,2025-03-27 17:44:21.717913,Canada,18-25,M,Organic Search,True,2,586.53
1099,2025-06-20 17:44:21.717913,Canada,18-25,M,Google Ads,True,2,179.11
1100,2025-07-23 17:44:21.717913,Germany,55+,M,Direct,True,6,670.98
1101,2025-04-28 17:44:21.717913,Australia,26-35,M,Direct,True,8,675.42
1102,2025-06-23 17:44:21.717913,Australia,46-55,F,Google Ads,True,3,169.36
1103,2025-07-02 17:44:21.717913,UK,26-35,M,Direct,True,4,704.6
1104,2025-06-24 17:44:21.717913,Japan,55+,M,Email Marketing,True,3,696.05
1105,2025-03-06 17:44:21.717913,US,36-45,F,Direct,True,6,291.66
1106,2025-08-03 17:44:21.717913,Australia,18-25,F,Affiliate,False,2,591.85
1107,2025-05-07 17:44:21.717913,UK,55+,M,Google Ads,True,5,704.54
1108,2025-07-24 17:44:21.717913,Australia,55+,F,Email Marketing,True,7,430.11
1109,2025-06-21 17:44:21.717913,Canada,46-55,M,Affiliate,True,2,484.23
1110,2025-02-18 17:44:21.717913,UK,46-55,F,Direct,True,3,507.97
1111,2025-02-18 17:44:21.717913,Germany,46-55,M,Email Marketing,True,4,443.19
1112,2025-07-24 17:44:21.717913,Germany,18-25,M,Affiliate,True,5,767.81
1113,2025-05-21 17:44:21.717913,Germany,46-55,F,Direct,False,4,205.45
1114,2025-05-31 17:44:21.717913,France,36-45,M,Organic Search,True,4,86.63
1115,2025-02-25 17:44:21.717913,US,26-35,F,Google Ads,False,2,243.42
1116,2025-06-12 17:44:21.717913,France,55+,F,Affiliate,True,5,465.73
1117,2025-04-09 17:44:21.717913,France,26-35,F,Affiliate,False,6,717.18
1118,2025-04-18 17:44:21.717913,Canada,55+,F,Organic Search,True,5,333.04
1119,2025-03-18 17:44:21.717913,Australia,18-25,M,Google Ads,True,4,675.61
1120,2025-07-15 17:44:21.717913,Germany,36-45,F,Organic Search,True,4,368.1
1121,2025-02-19 17:44:21.717913,Japan,55+,F,Facebook Ads,True,6,71.78
1122,2025-05-11 17:44:21.717913,US,46-55,F,Affiliate,False,7,142.85
1123,2025-02-12 17:44:21.717913,US,26-35,F,Affiliate,True,4,659.51
1124,2025-07-24 17:44:21.717913,UK,55+,M,Direct,True,3,657.89
1125,2025-05-26 17:44:21.717913,Japan,26-35,M,Organic Search,True,3,201.68
1126,2025-04-16 17:44:21.717913,Germany,26-35,F,Email Marketing,True,1,478.01
1127,2025-06-12 17:44:21.717913,Canada,55+,M,Google Ads,True,6,731.47
1128,2025-04-25 17:44:21.717913,Canada,18-25,F,Facebook Ads,False,2,717.86
1129,2025-02-23 17:44:21.717913,Japan,36-45,F,Direct,True,3,86.12
1130,2025-02-19 17:44:21.717913,Canada,26-35,F,Affiliate,False,6,151.65
1131,2025-04-05 17:44:21.717913,Japan,55+,M,Email Marketing,True,4,626.48
1132,2025-03-06 17:44:21.717913,Canada,36-45,M,Email Marketing,True,1,582.16
1133,2025-03-03 17:44:21.717913,Australia,18-25,M,Organic Search,True,6,247.7
1134,2025-05-02 17:44:21.717913,France,26-35,M,Organic Search,True,5,740.63
1135,2025-06-28 17:44:21.717913,Germany,36-45,M,Direct,True,5,503.86
1136,2025-02-28 17:44:21.717913,Australia,36-45,F,Google Ads,False,2,80.54
1137,2025-03-23 17:44:21.717913,Australia,46-55,M,Email Marketing,True,2,50.89
1138,2025-05-23 17:44:21.717913,UK,26-35,F,Affiliate,True,3,710.61
1139,2025-07-18 17:44:21.717913,US,26-35,M,Affiliate,True,3,656.19
1140,2025-06-12 17:44:21.717913,UK,55+,M,Affiliate,True,1,478.16
1141,2025-06-04 17:44:21.717913,France,46-55,M,Email Marketing,True,5,775.89
1142,2025-06-07 17:44:21.717913,US,46-55,M,Email Marketing,False,3,617.46
1143,2025-06-03 17:44:21.717913,Germany,18-25,F,Affiliate,True,5,490.65
1144,2025-03-30 17:44:21.717913,UK,55+,M,Organic Search,False,4,542.09
1145,2025-04-06 17:44:21.717913,Germany,46-55,M,Direct,True,4,513.37
1146,2025-08-02 17:44:21.717913,Canada,36-45,M,Affiliate,False,4,516.99
1147,2025-06-06 17:44:21.717913,France,36-45,M,Affiliate,True,6,530.49
1148,2025-05-10 17:44:21.717913,Canada,46-55,M,Affiliate,False,5,679.14
1149,2025-05-17 17:44:21.717913,Australia,36-45,M,Facebook Ads,False,3,658.4
1150,2025-06-29 17:44:21.717913,Germany,36-45,F,Facebook Ads,False,2,532.46
1151,2025-08-01 17:44:21.717913,UK,36-45,F,Organic Search,True,3,53.27
1152,2025-04-23 17:44:21.717913,UK,55+,M,Google Ads,False,7,297.87
1153,2025-07-16 17:44:21.717913,US,26-35,M,Direct,False,5,354.72
1154,2025-06-18 17:44:21.717913,US,46-55,F,Google Ads,True,6,254.36
1155,2025-03-13 17:44:21.717913,Canada,18-25,F,Organic Search,True,5,270.63
1156,2025-03-21 17:44:21.717913,US,36-45,M,Email Marketing,True,6,411.32
1157,2025-03-27 17:44:21.717913,Australia,18-25,F,Email Marketing,False,2,116.12
1158,2025-06-13 17:44:21.717913,Canada,46-55,M,Google Ads,True,5,67.52
1159,2025-02-13 17:44:21.717913,Australia,46-55,M,Direct,True,6,456.55
1160,2025-07-10 17:44:21.717913,Germany,46-55,M,Email Marketing,True,4,677.33
1161,2025-07-18 17:44:21.717913,Japan,18-25,M,Direct,True,3,123.82
1162,2025-04-30 17:44:21.717913,US,18-25,M,Google Ads,True,6,594.24
1163,2025-02-13 17:44:21.717913,US,46-55,F,Direct,False,4,562.18
1164,2025-06-28 17:44:21.717913,US,46-55,F,Organic Search,True,5,275.32
1165,2025-06-01 17:44:21.717913,UK,26-35,M,Direct,False,2,387.48
1166,2025-03-13 17:44:21.717913,UK,18-25,F,Organic Search,False,3,555.28
1167,2025-05-13 17:44:21.717913,France,36-45,F,Facebook Ads,False,2,161.73
1168,2025-06-17 17:44:21.717913,France,18-25,M,Email Marketing,True,3,213.59
1169,2025-07-02 17:44:21.717913,Japan,26-35,F,Email Marketing,True,7,779.62
1170,2025-05-10 17:44:21.717913,Australia,36-45,F,Direct,True,6,382.58
1171,2025-03-10 17:44:21.717913,Canada,55+,Other,Email Marketing,True,5,252.16
1172,2025-05-21 17:44:21.717913,Japan,26-35,M,Google Ads,True,5,198.7
1173,2025-04-04 17:44:21.717913,Canada,26-35,M,Google Ads,True,2,170.67
1174,2025-04-27 17:44:21.717913,Japan,18-25,F,Affiliate,True,4,581.73
1175,2025-03-03 17:44:21.717913,Canada,46-55,F,Email Marketing,False,6,312.89
1176,2025-02-17 17:44:21.717913,Canada,26-35,M,Google Ads,True,5,321.86
1177,2025-07-28 17:44:21.717913,UK,36-45,F,Facebook Ads,True,5,328.66
1178,2025-05-12 17:44:21.717913,France,26-35,Other,Facebook Ads,False,5,134.27
1179,2025-04-28 17:44:21.717913,Canada,36-45,F,Affiliate,False,5,752.38
1180,2025-05-28 17:44:21.717913,US,55+,M,Direct,True,5,715.79
1181,2025-03-06 17:44:21.717913,US,18-25,F,Affiliate,True,5,671.51
1182,2025-06-14 17:44:21.717913,Australia,36-45,F,Direct,True,2,731.4
1183,2025-05-14 17:44:21.717913,Australia,36-45,M,Direct,True,3,457.92
1184,2025-06-13 17:44:21.717913,UK,26-35,F,Email Marketing,True,6,647.79
1185,2025-02-10 17:44:21.717913,Canada,55+,M,Organic Search,False,7,387.52
1186,2025-04-17 17:44:21.717913,Australia,26-35,F,Direct,True,3,643.55
1187,2025-07-24 17:44:21.717913,Japan,36-45,M,Affiliate,True,4,354.56
1188,2025-06-03 17:44:21.717913,UK,55+,M,Facebook Ads,False,5,409.51
1189,2025-04-22 17:44:21.717913,Japan,36-45,F,Direct,True,4,761.45
1190,2025-05-28 17:44:21.717913,Australia,46-55,F,Google Ads,True,3,619.86
1191,2025-04-08 17:44:21.717913,US,55+,F,Facebook Ads,False,3,242.46
1192,2025-05-05 17:44:21.717913,Germany,46-55,M,Affiliate,True,2,587.68
1193,2025-07-29 17:44:21.717913,France,55+,M,Email Marketing,True,5,640.73
1194,2025-02-10 17:44:21.717913,Japan,26-35,F,Facebook Ads,True,3,66.27
1195,2025-03-01 17:44:21.717913,US,26-35,M,Direct,True,5,537.03
1196,2025-06-11 17:44:21.717913,Japan,18-25,F,Facebook Ads,True,5,112.57
1197,2025-05-28 17:44:21.717913,Canada,55+,M,Direct,True,5,607.99
1198,2025-03-18 17:44:21.717913,UK,18-25,M,Facebook Ads,True,4,456.95
1199,2025-04-29 17:44:21.717913,Australia,18-25,F,Direct,True,4,448.45
1200,2025-06-19 17:44:21.717913,Australia,55+,F,Google Ads,False,2,558.69
1201,2025-04-23 17:44:21.717913,Germany,55+,F,Direct,True,3,404.71
1202,2025-05-31 17:44:21.717913,France,55+,M,Facebook Ads,True,7,799.16
1203,2025-03-28 17:44:21.717913,UK,46-55,Other,Google Ads,True,6,99.7
1204,2025-02-23 17:44:21.717913,Canada,18-25,F,Direct,True,1,128.45
1205,2025-04-26 17:44:21.717913,US,55+,M,Organic Search,True,5,650.93
1206,2025-06-21 17:44:21.717913,Australia,55+,M,Google Ads,True,2,708.24
1207,2025-06-03 17:44:21.717913,Japan,55+,M,Affiliate,True,6,547.47
1208,2025-03-18 17:44:21.717913,Germany,18-25,F,Facebook Ads,False,1,623.5
1209,2025-07-03 17:44:21.717913,US,26-35,M,Google Ads,False,6,200.63
1210,2025-04-23 17:44:21.717913,France,55+,M,Email Marketing,True,4,578.14
1211,2025-03-04 17:44:21.717913,US,18-25,M,Google Ads,True,3,193.39
1212,2025-06-10 17:44:21.717913,Canada,46-55,M,Email Marketing,False,2,406.88
1213,2025-07-01 17:44:21.717913,Japan,36-45,F,Affiliate,True,7,240.88
1214,2025-04-21 17:44:21.717913,Japan,36-45,F,Email Marketing,True,4,352.39
1215,2025-04-23 17:44:21.717913,France,46-55,M,Affiliate,True,5,596.39
1216,2025-04-29 17:44:21.717913,France,55+,F,Facebook Ads,True,3,707.0
1217,2025-07-17 17:44:21.717913,Japan,18-25,F,Organic Search,True,1,78.79
1218,2025-03-06 17:44:21.717913,UK,18-25,F,Email Marketing,True,2,118.79
1219,2025-04-04 17:44:21.717913,Canada,55+,F,Email Marketing,False,1,316.61
1220,2025-02-20 17:44:21.717913,Australia,18-25,M,Email Marketing,False,3,470.92
1221,2025-02-15 17:44:21.717913,Japan,26-35,M,Email Marketing,True,4,183.98
1222,2025-05-22 17:44:21.717913,UK,46-55,M,Email Marketing,False,2,642.98
1223,2025-06-21 17:44:21.717913,Japan,46-55,M,Affiliate,True,5,450.49
1224,2025-03-27 17:44:21.717913,Canada,18-25,M,Direct,True,4,764.52
1225,2025-06-06 17:44:21.717913,Canada,55+,M,Direct,False,4,410.19
1226,2025-04-03 17:44:21.717913,UK,55+,F,Facebook Ads,True,1,597.13
1227,2025-06-19 17:44:21.717913,Germany,46-55,F,Organic Search,True,3,552.06
1228,2025-02-26 17:44:21.717913,Canada,26-35,M,Google Ads,True,7,231.56
1229,2025-04-05 17:44:21.717913,Canada,55+,F,Direct,False,2,641.53
1230,2025-05-30 17:44:21.717913,France,26-35,M,Organic Search,True,5,596.48
1231,2025-07-15 17:44:21.717913,Australia,26-35,M,Affiliate,False,3,260.71
1232,2025-03-18 17:44:21.717913,UK,26-35,M,Google Ads,True,5,51.3
1233,2025-07-29 17:44:21.717913,France,46-55,M,Facebook Ads,True,3,775.92
1234,2025-02-14 17:44:21.717913,Australia,46-55,M,Facebook Ads,True,5,778.32
1235,2025-06-14 17:44:21.717913,Australia,18-25,F,Affiliate,True,5,169.34
1236,2025-06-26 17:44:21.717913,Canada,46-55,M,Organic Search,True,3,662.23
1237,2025-05-05 17:44:21.717913,Germany,36-45,F,Direct,True,3,741.44
1238,2025-05-18 17:44:21.717913,Germany,18-25,F,Direct,True,1,296.54
1239,2025-06-15 17:44:21.717913,Australia,55+,M,Google Ads,True,3,169.5
1240,2025-04-28 17:44:21.717913,France,18-25,M,Google Ads,True,3,686.77
1241,2025-03-30 17:44:21.717913,Japan,26-35,F,Direct,True,6,774.9
1242,2025-03-02 17:44:21.717913,Australia,55+,F,Google Ads,True,2,444.55
1243,2025-04-30 17:44:21.717913,France,46-55,M,Facebook Ads,True,6,446.44
1244,2025-07-21 17:44:21.717913,UK,55+,M,Direct,True,4,291.05
1245,2025-05-21 17:44:21.717913,UK,26-35,M,Direct,True,4,412.81
1246,2025-04-15 17:44:21.717913,Australia,18-25,F,Facebook Ads,False,2,98.45
1247,2025-02-16 17:44:21.717913,Canada,55+,M,Email Marketing,True,7,507.63
1248,2025-07-10 17:44:21.717913,Canada,26-35,F,Affiliate,True,5,164.86
1249,2025-03-06 17:44:21.717913,US,18-25,M,Organic Search,False,5,257.09
1250,2025-07-20 17:44:21.717913,UK,36-45,M,Affiliate,False,4,641.55
1251,2025-02-14 17:44:21.717913,France,36-45,M,Affiliate,False,2,663.46
1252,2025-07-01 17:44:21.717913,Canada,55+,F,Email Marketing,False,3,129.04
1253,2025-07-15 17:44:21.717913,France,36-45,F,Organic Search,True,2,257.05
1254,2025-04-03 17:44:21.717913,UK,18-25,F,Direct,False,6,535.19
1255,2025-05-10 17:44:21.717913,France,18-25,F,Direct,True,3,639.68
1256,2025-05-06 17:44:21.717913,Australia,18-25,F,Direct,True,3,496.24
1257,2025-03-31 17:44:21.717913,Germany,26-35,F,Email Marketing,False,4,152.06
1258,2025-02-17 17:44:21.717913,France,55+,F,Direct,False,6,351.17
1259,2025-07-15 17:44:21.717913,Germany,36-45,M,Affiliate,False,7,643.49
1260,2025-03-05 17:44:21.717913,Japan,46-55,M,Google Ads,True,4,631.85
1261,2025-07-07 17:44:21.717913,Australia,18-25,M,Organic Search,True,7,703.03
1262,2025-05-01 17:44:21.717913,Germany,36-45,M,Direct,False,3,654.53
1263,2025-04-24 17:44:21.717913,Canada,55+,F,Direct,True,4,471.82
1264,2025-03-25 17:44:21.717913,Canada,26-35,F,Facebook Ads,True,5,436.95
1265,2025-03-29 17:44:21.717913,US,18-25,F,Google Ads,True,7,447.91
1266,2025-07-22 17:44:21.717913,Canada,26-35,M,Facebook Ads,True,2,64.83
1267,2025-07-29 17:44:21.717913,France,36-45,M,Organic Search,True,4,717.78
1268,2025-03-16 17:44:21.717913,Australia,18-25,F,Facebook Ads,True,4,708.19
1269,2025-07-13 17:44:21.717913,France,18-25,M,Google Ads,False,4,179.77
1270,2025-07-24 17:44:21.717913,Australia,18-25,Other,Email Marketing,False,6,126.8
1271,2025-07-07 17:44:21.717913,UK,26-35,F,Google Ads,True,5,83.5
1272,2025-05-27 17:44:21.717913,Japan,18-25,M,Facebook Ads,True,1,637.83
1273,2025-02-22 17:44:21.717913,US,18-25,M,Email Marketing,True,5,170.71
1274,2025-02-07 17:44:21.717913,US,18-25,F,Email Marketing,True,2,658.68
1275,2025-03-06 17:44:21.717913,US,36-45,F,Direct,True,4,510.87
1276,2025-06-11 17:44:21.717913,Canada,55+,F,Google Ads,False,3,479.67
1277,2025-07-13 17:44:21.717913,Germany,36-45,F,Affiliate,True,9,750.39
1278,2025-07-02 17:44:21.717913,Japan,26-35,F,Facebook Ads,True,6,601.41
1279,2025-06-27 17:44:21.717913,Canada,26-35,M,Direct,False,7,617.82
1280,2025-04-02 17:44:21.717913,Australia,18-25,M,Email Marketing,False,4,689.91
1281,2025-02-17 17:44:21.717913,US,55+,M,Affiliate,True,7,127.47
1282,2025-06-08 17:44:21.717913,US,46-55,F,Organic Search,False,4,135.24
1283,2025-06-16 17:44:21.717913,Canada,36-45,M,Direct,True,3,175.91
1284,2025-08-01 17:44:21.717913,Canada,36-45,M,Email Marketing,False,5,573.62
1285,2025-03-10 17:44:21.717913,Australia,26-35,M,Email Marketing,False,3,589.23
1286,2025-04-30 17:44:21.717913,Australia,46-55,M,Facebook Ads,True,1,329.06
1287,2025-04-16 17:44:21.717913,US,26-35,Other,Facebook Ads,True,4,340.41
1288,2025-06-22 17:44:21.717913,Canada,36-45,M,Google Ads,True,2,406.52
1289,2025-02-20 17:44:21.717913,US,18-25,F,Direct,True,3,324.19
1290,2025-03-15 17:44:21.717913,Canada,46-55,M,Direct,True,5,797.75
1291,2025-07-14 17:44:21.717913,US,26-35,M,Affiliate,False,7,189.38
1292,2025-05-10 17:44:21.717913,Canada,55+,F,Organic Search,True,5,175.63
1293,2025-05-03 17:44:21.717913,Canada,55+,F,Google Ads,True,5,749.04
1294,2025-05-11 17:44:21.717913,UK,26-35,F,Google Ads,True,6,491.42
1295,2025-03-04 17:44:21.717913,France,36-45,F,Email Marketing,True,6,179.77
1296,2025-02-12 17:44:21.717913,Germany,55+,F,Facebook Ads,False,3,189.73
1297,2025-05-20 17:44:21.717913,Australia,36-45,Other,Google Ads,False,2,61.44
1298,2025-03-28 17:44:21.717913,Australia,18-25,M,Affiliate,True,3,537.79
1299,2025-02-15 17:44:21.717913,Japan,55+,F,Affiliate,True,4,58.12
1300,2025-04-27 17:44:21.717913,Australia,18-25,F,Organic Search,True,2,723.73
1301,2025-08-02 17:44:21.717913,France,36-45,M,Facebook Ads,True,3,655.54
1302,2025-05-02 17:44:21.717913,Japan,26-35,F,Google Ads,True,4,286.01
1303,2025-05-12 17:44:21.717913,Germany,36-45,M,Email Marketing,True,5,574.9
1304,2025-05-02 17:44:21.717913,Germany,55+,M,Google Ads,False,3,661.83
1305,2025-03-15 17:44:21.717913,France,18-25,M,Direct,True,4,529.78
1306,2025-04-02 17:44:21.717913,France,18-25,F,Facebook Ads,True,3,370.84
1307,2025-07-12 17:44:21.717913,Australia,18-25,M,Email Marketing,True,6,265.04
1308,2025-06-04 17:44:21.717913,Australia,18-25,F,Email Marketing,False,3,51.62
1309,2025-05-12 17:44:21.717913,US,18-25,F,Email Marketing,False,4,448.12
1310,2025-04-14 17:44:21.717913,Japan,18-25,F,Direct,False,5,270.7
1311,2025-07-29 17:44:21.717913,Canada,55+,M,Facebook Ads,True,3,205.69
1312,2025-06-18 17:44:21.717913,Canada,46-55,F,Email Marketing,False,1,435.9
1313,2025-04-18 17:44:21.717913,US,36-45,F,Organic Search,True,4,206.23
1314,2025-02-22 17:44:21.717913,US,18-25,F,Affiliate,True,6,593.85
1315,2025-03-17 17:44:21.717913,US,18-25,F,Direct,True,5,532.99
1316,2025-06-07 17:44:21.717913,Japan,18-25,M,Organic Search,False,4,189.42
1317,2025-03-22 17:44:21.717913,US,26-35,M,Facebook Ads,False,2,329.89
1318,2025-06-30 17:44:21.717913,France,26-35,M,Email Marketing,False,2,453.77
1319,2025-07-01 17:44:21.717913,Japan,36-45,M,Organic Search,False,3,561.0
1320,2025-03-19 17:44:21.717913,France,36-45,F,Affiliate,True,4,713.09
1321,2025-04-04 17:44:21.717913,Germany,55+,F,Facebook Ads,True,5,678.96
1322,2025-02-11 17:44:21.717913,France,18-25,M,Organic Search,False,2,408.72
1323,2025-07-19 17:44:21.717913,US,26-35,M,Google Ads,False,7,491.69
1324,2025-02-28 17:44:21.717913,Japan,26-35,F,Facebook Ads,True,5,498.33
1325,2025-03-30 17:44:21.717913,US,36-45,M,Direct,True,1,126.67
1326,2025-04-07 17:44:21.717913,France,18-25,M,Organic Search,False,2,260.7
1327,2025-06-05 17:44:21.717913,France,18-25,F,Direct,False,6,144.18
1328,2025-06-13 17:44:21.717913,Canada,36-45,M,Affiliate,True,4,563.46
